"word","tag"
"有點/有一點/有一點兒","TOCFL Novice 2"
"件","TOCFL Novice 2"
"杯","TOCFL Novice 2"
"杯(子)","TOCFL Novice 2"
"菜","TOCFL Novice 2"
"肉","TOCFL Novice 2"
"酒","TOCFL Novice 2"
"喝","TOCFL Novice 2"
"少","TOCFL Novice 2"
"多","TOCFL Novice 2"
"小吃","TOCFL Novice 2"
"牛奶","TOCFL Novice 2"
"蛋","TOCFL Novice 2"
"餃(子)","TOCFL Novice 2"
"麵","TOCFL Novice 2"
"湯","TOCFL Novice 2"
"包子","TOCFL Novice 2"
"蛋糕","TOCFL Novice 2"
"麵包","TOCFL Novice 2"
"水果","TOCFL Novice 2"
"香蕉","TOCFL Novice 2"
"食物","TOCFL Novice 2"
"飲料","TOCFL Novice 2"
"果汁","TOCFL Novice 2"
"甜","TOCFL Novice 2"
"菜單","TOCFL Novice 2"
"巧克力","TOCFL Novice 2"
"碗","TOCFL Novice 2"
"冰","TOCFL Novice 2"
"一起","TOCFL Novice 2"
"因為","TOCFL Novice 2"
"和","TOCFL Novice 2"
"所以","TOCFL Novice 2"
"跟","TOCFL Novice 2"
"一定","TOCFL Novice 2"
"可能","TOCFL Novice 2"
"邊/邊兒","TOCFL Novice 2"
"別","TOCFL Novice 2"
"馬上","TOCFL Novice 2"
"然後","TOCFL Novice 2"
"得","TOCFL Novice 2"
"著","TOCFL Novice 2"
"零","TOCFL 1"
"爺爺","TOCFL 1"
"奶奶","TOCFL 1"
"家庭","TOCFL 1"
"別人","TOCFL 1"
"大人","TOCFL 1"
"老人","TOCFL 1"
"年輕","TOCFL 1"
"男生","TOCFL 1"
"女生","TOCFL 1"
"號碼","TOCFL 1"
"在","TOCFL 1"
"哪","TOCFL 1"
"地址","TOCFL 1"
"市","TOCFL 1"
"名","TOCFL 1"
"城市/城","TOCFL 1"
"街","TOCFL 1"
"電子郵件","TOCFL 1"
"禮拜","TOCFL 1"
"從前","TOCFL 1"
"剛剛/剛","TOCFL 1"
"一會兒/一會","TOCFL 1"
"結婚","TOCFL 1"
"春天/春","TOCFL 1"
"夏天/夏","TOCFL 1"
"秋天/秋","TOCFL 1"
"冬天/冬","TOCFL 1"
"笑","TOCFL 1"
"哭","TOCFL 1"
"高興","TOCFL 1"
"緊張","TOCFL 1"
"可愛","TOCFL 1"
"生氣","TOCFL 1"
"難過","TOCFL 1"
"聰明","TOCFL 1"
"相信","TOCFL 1"
"經驗","TOCFL 1"
"辛苦","TOCFL 1"
"願意","TOCFL 1"
"習慣","TOCFL 1"
"當然","TOCFL 1"
"更","TOCFL 1"
"醫院","TOCFL 1"
"公司","TOCFL 1"
"辦公室","TOCFL 1"
"工人","TOCFL 1"
"護士","TOCFL 1"
"司機","TOCFL 1"
"老闆/老板","TOCFL 1"
"上班","TOCFL 1"
"下班","TOCFL 1"
"能力","TOCFL 1"
"努力","TOCFL 1"
"準備","TOCFL 1"
"打算","TOCFL 1"
"計畫/計劃","TOCFL 1"
"機會","TOCFL 1"
"如果","TOCFL 1"
"小學","TOCFL 1"
"高中","TOCFL 1"
"上學","TOCFL 1"
"開學","TOCFL 1"
"班","TOCFL 1"
"年級","TOCFL 1"
"作業","TOCFL 1"
"成績","TOCFL 1"
"語言","TOCFL 1"
"華語/華文","TOCFL 1"
"黑板","TOCFL 1"
"課本","TOCFL 1"
"字典","TOCFL 1"
"注意","TOCFL 1"
"讀書","TOCFL 1"
"回答","TOCFL 1"
"答","TOCFL 1"
"句","TOCFL 1"
"圖","TOCFL 1"
"部分(˙ㄈㄣ)/部份(˙ㄈㄣ)","TOCFL 1"
"想法","TOCFL 1"
"學習","TOCFL 1"
"練習","TOCFL 1"
"參加","TOCFL 1"
"文化","TOCFL 1"
"認為","TOCFL 1"
"清楚","TOCFL 1"
"決定","TOCFL 1"
"記得","TOCFL 1"
"忘","TOCFL 1"
"棒","TOCFL 1"
"行","TOCFL 1"
"行","TOCFL 1"
"講","TOCFL 1"
"加","TOCFL 1"
"算","TOCFL 1"
"交","TOCFL 1"
"借","TOCFL 1"
"還","TOCFL 1"
"辦法","TOCFL 1"
"方法","TOCFL 1"
"有用","TOCFL 1"
"進步","TOCFL 1"
"圖書館","TOCFL 1"
"洗手間/廁所","TOCFL 1"
"宿舍","TOCFL 1"
"屋(子)","TOCFL 1"
"間","TOCFL 1"
"大樓","TOCFL 1"
"樓上","TOCFL 1"
"樓下","TOCFL 1"
"樓梯","TOCFL 1"
"電梯","TOCFL 1"
"廚房","TOCFL 1"
"客廳","TOCFL 1"
"窗(子)/窗戶(˙ㄏㄨ)","TOCFL 1"
"家具","TOCFL 1"
"沙發","TOCFL 1"
"盒/盒(子)","TOCFL 1"
"關","TOCFL 1"
"燈","TOCFL 1"
"冷氣(機)","TOCFL 1"
"冰箱","TOCFL 1"
"台","TOCFL 1"
"電","TOCFL 1"
"乾淨","TOCFL 1"
"房租","TOCFL 1"
"租","TOCFL 1"
"世界","TOCFL 1"
"火","TOCFL 1"
"雪","TOCFL 1"
"下雪","TOCFL 1"
"地","TOCFL 1"
"河","TOCFL 1"
"湖","TOCFL 1"
"馬","TOCFL 1"
"鳥","TOCFL 1"
"貓","TOCFL 1"
"狗","TOCFL 1"
"海","TOCFL 1"
"草","TOCFL 1"
"樹","TOCFL 1"
"隻","TOCFL 1"
"長","TOCFL 1"
"太陽","TOCFL 1"
"洗","TOCFL 1"
"洗澡","TOCFL 1"
"有空/有空兒","TOCFL 1"
"發現","TOCFL 1"
"餐","TOCFL 1"
"搬","TOCFL 1"
"掛","TOCFL 1"
"脫","TOCFL 1"
"過年","TOCFL 1"
"新年","TOCFL 1"
"游泳","TOCFL 1"
"跑/跑步","TOCFL 1"
"踢","TOCFL 1"
"足球","TOCFL 1"
"籃球","TOCFL 1"
"網球","TOCFL 1"
"棒球","TOCFL 1"
"比賽","TOCFL 1"
"開始","TOCFL 1"
"騎","TOCFL 1"
"腳踏車/自行車","TOCFL 1"
"上網","TOCFL 1"
"網路","TOCFL 1"
"網站","TOCFL 1"
"報紙","TOCFL 1"
"次","TOCFL 1"
"電影院","TOCFL 1"
"部","TOCFL 1"
"場","TOCFL 1"
"音樂","TOCFL 1"
"票","TOCFL 1"
"活動","TOCFL 1"
"故事(˙ㄕ)","TOCFL 1"
"聊天/聊天兒","TOCFL 1"
"有時候(˙ㄏㄡ)/有時","TOCFL 1"
"平常","TOCFL 1"
"總是","TOCFL 1"
"已經","TOCFL 1"
"後來","TOCFL 1"
"各","TOCFL 1"
"變","TOCFL 1"
"才","TOCFL 1"
"客人","TOCFL 1"
"客氣(˙ㄑㄧ)","TOCFL 1"
"不客氣","TOCFL 1"
"不好意思","TOCFL 1"
"喂(ㄨㄟˊ)","TOCFL 1"
"喂","TOCFL 1"
"麻煩(˙ㄈㄢ)","TOCFL 1"
"禮物","TOCFL 1"
"歡迎","TOCFL 1"
"寄","TOCFL 1"
"接","TOCFL 1"
"郵局","TOCFL 1"
"銀行","TOCFL 1"
"壞","TOCFL 1"
"幫忙","TOCFL 1"
"幫助","TOCFL 1"
"小朋友","TOCFL 1"
"信","TOCFL 1"
"信封","TOCFL 1"
"認識","TOCFL 1"
"最近","TOCFL 1"
"聽說","TOCFL 1"
"見面","TOCFL 1"
"事情","TOCFL 1"
"幫","TOCFL 1"
"錢包","TOCFL 1"
"拉","TOCFL 1"
"啊","TOCFL 1"
"怎麼辦","TOCFL 1"
"車站","TOCFL 1"
"汽車","TOCFL 1"
"飛機場/機場","TOCFL 1"
"馬路","TOCFL 1"
"路口","TOCFL 1"
"十字路口","TOCFL 1"
"對面","TOCFL 1"
"旅行","TOCFL 1"
"飯店","TOCFL 1"
"旅館","TOCFL 1"
"袋子","TOCFL 1"
"參觀","TOCFL 1"
"地圖","TOCFL 1"
"照相機/相機","TOCFL 1"
"照相","TOCFL 1"
"照片/相片/相片兒","TOCFL 1"
"風景","TOCFL 1"
"南/南部","TOCFL 1"
"西/西部","TOCFL 1"
"北/北部","TOCFL 1"
"東/東部","TOCFL 1"
"中間","TOCFL 1"
"離","TOCFL 1"
"離開","TOCFL 1"
"經過","TOCFL 1"
"往","TOCFL 1"
"送","TOCFL 1"
"放","TOCFL 1"
"近","TOCFL 1"
"遠","TOCFL 1"
"向","TOCFL 1"
"轉","TOCFL 1"
"掉","TOCFL 1"
"一直","TOCFL 1"
"最後","TOCFL 1"
"病人","TOCFL 1"
"頭髮/髮","TOCFL 1"
"手指(頭)/指頭","TOCFL 1"
"肚(子)","TOCFL 1"
"臉","TOCFL 1"
"心","TOCFL 1"
"健康","TOCFL 1"
"渴","TOCFL 1"
"舒服(˙ㄈㄨ)","TOCFL 1"
"眼鏡","TOCFL 1"
"賣","TOCFL 1"
"付","TOCFL 1"
"希望","TOCFL 1"
"書店","TOCFL 1"
"商店","TOCFL 1"
"市場","TOCFL 1"
"超級市場/超市","TOCFL 1"
"信用卡","TOCFL 1"
"重要","TOCFL 1"
"顏色","TOCFL 1"
"黃色","TOCFL 1"
"白色","TOCFL 1"
"手錶/手表/錶/表","TOCFL 1"
"襪(子)","TOCFL 1"
"雙","TOCFL 1"
"裙(子)","TOCFL 1"
"褲(子)","TOCFL 1"
"大衣","TOCFL 1"
"帽(子)","TOCFL 1"
"皮包","TOCFL 1"
"外套","TOCFL 1"
"小心","TOCFL 1"
"比較/較","TOCFL 1"
"差不多","TOCFL 1"
"戴","TOCFL 1"
"試","TOCFL 1"
"輕","TOCFL 1"
"重","TOCFL 1"
"樣子","TOCFL 1"
"特別","TOCFL 1"
"簡單","TOCFL 1"
"其他/其它","TOCFL 1"
"聲音/聲","TOCFL 1"
"好像","TOCFL 1"
"奇怪","TOCFL 1"
"三明治","TOCFL 1"
"漢堡","TOCFL 1"
"蘋果","TOCFL 1"
"西瓜","TOCFL 1"
"啤酒","TOCFL 1"
"紅茶","TOCFL 1"
"點心","TOCFL 1"
"冰淇淋","TOCFL 1"
"青菜","TOCFL 1"
"糖","TOCFL 1"
"叉(子)","TOCFL 1"
"刀(子)","TOCFL 1"
"湯匙","TOCFL 1"
"盤/盤(子)","TOCFL 1"
"片","TOCFL 1"
"瓶/瓶(子)","TOCFL 1"
"支","TOCFL 1"
"份","TOCFL 1"
"道","TOCFL 1"
"一半/一半兒","TOCFL 1"
"味道","TOCFL 1"
"酸","TOCFL 1"
"苦","TOCFL 1"
"鹹","TOCFL 1"
"辣","TOCFL 1"
"香","TOCFL 1"
"條","TOCFL 1"
"種","TOCFL 1"
"包","TOCFL 1"
"全部","TOCFL 1"
"所有","TOCFL 1"
"需要","TOCFL 1"
"烤","TOCFL 1"
"過","TOCFL 1"
"但是/但","TOCFL 1"
"或是","TOCFL 1"
"要是","TOCFL 1"
"把","TOCFL 1"
"被","TOCFL 1"
"讓","TOCFL 1"
"雖然","TOCFL 1"
"那麼","TOCFL 1"
"這麼","TOCFL 1"
"本來","TOCFL 1"
"啦","TOCFL 1"
"呀","TOCFL 1"
"以為","TOCFL 1"
"有的","TOCFL 1"
"替","TOCFL 1"
"一下(子)/一下子兒","TOCFL 1"
"不過","TOCFL 1"
"地","TOCFL 1"
"出生","TOCFL 2"
"不同","TOCFL 2"
"住址","TOCFL 2"
"母語","TOCFL 2"
"表","TOCFL 2"
"鐘","TOCFL 2"
"鐘/時鐘","TOCFL 2"
"傳真","TOCFL 2"
"白天(˙ㄊㄧㄢ)","TOCFL 2"
"半夜","TOCFL 2"
"夜晚","TOCFL 2"
"日子","TOCFL 2"
"夜","TOCFL 2"
"春季","TOCFL 2"
"時","TOCFL 2"
"不久","TOCFL 2"
"剛才","TOCFL 2"
"早點","TOCFL 2"
"正好","TOCFL 2"
"年紀","TOCFL 2"
"男人","TOCFL 2"
"女人","TOCFL 2"
"父親","TOCFL 2"
"母親","TOCFL 2"
"父母","TOCFL 2"
"外公","TOCFL 2"
"外婆","TOCFL 2"
"伯伯(˙ㄅㄛ)/伯","TOCFL 2"
"伯父","TOCFL 2"
"伯母","TOCFL 2"
"叔叔(˙ㄕㄨ)/叔","TOCFL 2"
"姑姑(˙ㄍㄨ)","TOCFL 2"
"孫女","TOCFL 2"
"孫子","TOCFL 2"
"關係","TOCFL 2"
"害怕","TOCFL 2"
"開心","TOCFL 2"
"擔心","TOCFL 2"
"傷心","TOCFL 2"
"美麗","TOCFL 2"
"帥","TOCFL 2"
"笨","TOCFL 2"
"認真","TOCFL 2"
"敢","TOCFL 2"
"急","TOCFL 2"
"禮貌","TOCFL 2"
"害羞","TOCFL 2"
"關心","TOCFL 2"
"心情","TOCFL 2"
"幸福","TOCFL 2"
"差","TOCFL 2"
"兄弟","TOCFL 2"
"阿姨","TOCFL 2"
"身邊","TOCFL 2"
"身高","TOCFL 2"
"長大","TOCFL 2"
"經理","TOCFL 2"
"教書","TOCFL 2"
"開會","TOCFL 2"
"加班","TOCFL 2"
"危險","TOCFL 2"
"安全","TOCFL 2"
"成功","TOCFL 2"
"報告","TOCFL 2"
"資料","TOCFL 2"
"管理","TOCFL 2"
"做法/作法","TOCFL 2"
"看法","TOCFL 2"
"辦","TOCFL 2"
"打工","TOCFL 2"
"選","TOCFL 2"
"嚴重","TOCFL 2"
"正式","TOCFL 2"
"查","TOCFL 2"
"考","TOCFL 2"
"例如","TOCFL 2"
"例(子)","TOCFL 2"
"題目","TOCFL 2"
"題","TOCFL 2"
"答案","TOCFL 2"
"念書/唸書","TOCFL 2"
"歷史","TOCFL 2"
"數學","TOCFL 2"
"書法","TOCFL 2"
"英語","TOCFL 2"
"作文","TOCFL 2"
"漢字","TOCFL 2"
"詞","TOCFL 2"
"文法","TOCFL 2"
"加上","TOCFL 2"
"減","TOCFL 2"
"乘","TOCFL 2"
"除","TOCFL 2"
"國小","TOCFL 2"
"中學","TOCFL 2"
"學院","TOCFL 2"
"大學生","TOCFL 2"
"教授","TOCFL 2"
"放假","TOCFL 2"
"春假","TOCFL 2"
"暑假","TOCFL 2"
"寒假","TOCFL 2"
"假","TOCFL 2"
"畢業","TOCFL 2"
"學期","TOCFL 2"
"服務","TOCFL 2"
"室友","TOCFL 2"
"操場","TOCFL 2"
"校園","TOCFL 2"
"位子","TOCFL 2"
"書桌","TOCFL 2"
"書包","TOCFL 2"
"書架","TOCFL 2"
"本子","TOCFL 2"
"尺","TOCFL 2"
"討論","TOCFL 2"
"同意","TOCFL 2"
"了解/瞭解","TOCFL 2"
"無聊","TOCFL 2"
"有趣","TOCFL 2"
"有意思(˙ㄙ)","TOCFL 2"
"原因","TOCFL 2"
"遍","TOCFL 2"
"改","TOCFL 2"
"忘記","TOCFL 2"
"程度","TOCFL 2"
"趕快","TOCFL 2"
"以上","TOCFL 2"
"以下","TOCFL 2"
"意見","TOCFL 2"
"用功","TOCFL 2"
"研究","TOCFL 2"
"教育","TOCFL 2"
"選擇","TOCFL 2"
"建議","TOCFL 2"
"知識","TOCFL 2"
"座","TOCFL 2"
"臥室","TOCFL 2"
"臥房","TOCFL 2"
"浴室","TOCFL 2"
"院(子)","TOCFL 2"
"書房","TOCFL 2"
"洗衣機","TOCFL 2"
"餐桌","TOCFL 2"
"打開","TOCFL 2"
"箱/箱(子)","TOCFL 2"
"層","TOCFL 2"
"櫃(子)","TOCFL 2"
"大門","TOCFL 2"
"鄰居","TOCFL 2"
"熱鬧(˙ㄋㄠ)","TOCFL 2"
"吵","TOCFL 2"
"亂","TOCFL 2"
"房東","TOCFL 2"
"房屋","TOCFL 2"
"搬家","TOCFL 2"
"開水","TOCFL 2"
"鄉下","TOCFL 2"
"傘","TOCFL 2"
"花","TOCFL 2"
"朵","TOCFL 2"
"蚊(子)","TOCFL 2"
"自然","TOCFL 2"
"月亮","TOCFL 2"
"星星","TOCFL 2"
"環境","TOCFL 2"
"晴天","TOCFL 2"
"暖和","TOCFL 2"
"涼快","TOCFL 2"
"涼","TOCFL 2"
"乾","TOCFL 2"
"濕/溼 ","TOCFL 2"
"度","TOCFL 2"
"颱風","TOCFL 2"
"季節","TOCFL 2"
"環保","TOCFL 2"
"垃圾","TOCFL 2"
"汙染","TOCFL 2"
"底","TOCFL 2"
"底下(˙ㄒㄧㄚ)","TOCFL 2"
"內","TOCFL 2"
"深","TOCFL 2"
"淺","TOCFL 2"
